,ID,country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,payment_mode,first_trip_tz,most_impressing,total_cost,group_size,night_total
2197,tour_3672,china,25-44,Friends/Relatives,4,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,7,5,Cash,1,Friendly People,8287500.0,4,12
2198,tour_3673,spain,45-64,Spouse and Children,2,1,Visiting Friends and Relatives,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,6,0,Cash,1,"Wonderful Country, Landscape, Nature",2496263.0,3,6
2199,tour_3675,spain,45-64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,6,0,Cash,1,Friendly People,7034923.0,1,6
2200,tour_3676,united states of america,1-24,Alone,0,1,Leisure and Holidays,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,2,5,Cash,1,Excellent Experience,922900.0,1,7
2201,tour_3677,israel,45-64,Spouse and Children,3,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,5,4,Cash,1,No comments,34973250.0,5,9
2202,tour_3678,united states of america,45-64,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",1,0,1,0,1,1,1,0,20,3,Cash,0,Friendly People,8287500.0,1,23
2203,tour_368,germany,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",1,1,1,1,1,1,1,1,6,6,Cash,1, Wildlife,6812528.66,2,12
2204,tour_3681,south africa,45-64,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,1,0,0,1,0,7,Cash,0,Friendly People,49890750.0,2,7
2205,tour_3682,united states of america,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,0,0,0,0,4,0,Credit Card,1,Friendly People,33978750.0,2,4
2206,tour_3683,united states of america,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",1,0,1,1,1,1,1,0,7,0,Credit Card,1,"Wonderful Country, Landscape, Nature",33813000.0,2,7
2207,tour_3685,israel,65+,Spouse and Children,1,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,4,0,Cash,1,Good service,2486250.0,3,4
2208,tour_3686,germany,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,0,17,Cash,1,Friendly People,9447750.0,2,17
2209,tour_3687,taiwan,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,7,0,Cash,1,Friendly People,18398250.0,2,7
2210,tour_3688,poland,25-44,Friends/Relatives,3,0,Leisure and Holidays,Conference tourism,others,1,0,1,1,1,1,1,1,9,0,Cash,1,"Wonderful Country, Landscape, Nature",15746250.0,3,9
2211,tour_3689,spain,25-44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,3,0,Cash,1,"Wonderful Country, Landscape, Nature",5171400.0,1,3
2212,tour_369,belgium,1-24,Friends/Relatives,2,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,20,4,Cash,1,Friendly People,9077320.0,2,24
2213,tour_3694,canada,65+,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,6,5,Credit Card,1,Excellent Experience,15431325.0,1,11
2214,tour_3695,germany,25-44,Spouse,1,1,Leisure and Holidays,Cultural tourism,"Friends, relatives",0,0,0,0,0,0,0,0,0,15,Cash,1, Wildlife,2269330.0,2,15
2215,tour_3696,united kingdom,1-24,Alone,0,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,10,0,Cash,1,Good service,1657500.0,1,10
2216,tour_3697,zimbabwe,25-44,Alone,0,1,Business,Cultural tourism,"Newspaper, magazines,brochures",0,0,0,0,0,0,0,0,3,0,Cash,0,No comments,1309425.0,1,3
2217,tour_3698,spain,25-44,Spouse and Children,2,2,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",1,1,1,1,1,1,1,1,0,4,Cash,1, Wildlife,34310250.0,4,4
2218,tour_3699,france,25-44,Alone,0,1,Leisure and Holidays,Beach tourism,"Friends, relatives",1,1,1,1,1,1,1,1,0,50,Cash,1,No comments,34516509.3,1,50
2219,tour_37,united kingdom,45-64,Children,1,1,Visiting Friends and Relatives,Cultural tourism,others,0,0,0,0,0,0,0,0,3,0,Cash,1,Friendly People,828750.0,2,3
2220,tour_370,canada,45-64,Alone,0,1,Visiting Friends and Relatives,Wildlife tourism,"Newspaper, magazines,brochures",0,0,0,0,0,0,0,0,2,0,Cash,0,"Wonderful Country, Landscape, Nature",1657500.0,1,2
2221,tour_3700,italy,45-64,Spouse and Children,2,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,1,0,0,0,0,7,Cash,1,Friendly People,4309500.0,3,7
2222,tour_3701,zimbabwe,25-44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,2,0,Cash,0,Friendly People,165000.0,1,2
2223,tour_3702,united states of america,25-44,Spouse,1,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,7,0,Cash,1,Excellent Experience,5884125.0,2,7
2224,tour_3703,korea,1-24,Friends/Relatives,1,12,Leisure and Holidays,Conference tourism,Tanzania Mission Abroad,1,1,1,1,1,1,1,0,10,2,Cash,1, Wildlife,1160250.0,13,12
2225,tour_3705,malaysia,25-44,Alone,0,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,0,61,Cash,1,Friendly People,4200000.0,1,61
2226,tour_3706,zimbabwe,25-44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,4,0,Cash,0,No comments,375000.0,1,4
2227,tour_3707,zimbabwe,25-44,Alone,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,1,0,Cash,1,Friendly People,66300.0,1,1
2228,tour_3708,kenya,45-64,Alone,0,1,Volunteering,Hunting tourism,others,1,0,0,0,0,0,0,0,2,0,Cash,0,Friendly People,260000.0,1,2
2229,tour_371,united kingdom,65+,Children,3,1,Leisure and Holidays,Beach tourism,others,1,1,1,1,1,0,0,0,4,4,Cash,1,Excellent Experience,28177500.0,4,8
2230,tour_3710,poland,45-64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",1,0,1,1,1,1,1,0,17,0,Cash,1,Good service,5138250.0,1,17
2231,tour_3713,italy,25-44,Alone,0,1,Leisure and Holidays,Beach tourism,"Radio, TV, Web",1,1,1,1,1,0,1,1,0,7,Cash,0,Friendly People,6132750.0,1,7
2232,tour_3714,italy,25-44,Friends/Relatives,3,3,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,1,0,0,0,0,14,Cash,1,No comments,24862500.0,6,14
2233,tour_3717,france,1-24,Spouse and Children,4,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,0,1,13,3,Cash,1,"Wonderful Country, Landscape, Nature",26520000.0,6,16
2234,tour_3718,united states of america,65+,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,1,4,0,Credit Card,1, Wildlife,7723950.0,1,4
2235,tour_3719,italy,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,1,0,1,0,0,7,Cash,1,Friendly People,8623454.0,2,7
2236,tour_372,rwanda,25-44,Alone,1,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,12,0,Cash,1,"Wonderful Country, Landscape, Nature",300000.0,1,12
2237,tour_3720,zambia,45-64,Alone,0,1,Other,Conference tourism,"Newspaper, magazines,brochures",0,0,0,0,0,0,0,0,3,0,Cash,0,Friendly People,200000.0,1,3
2238,tour_3721,united kingdom,45-64,Friends/Relatives,4,3,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,7,4,Credit Card,1, Wildlife,41603250.0,7,11
2239,tour_3724,australia,65+,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,5,0,Cash,1,Good service,23569650.0,1,5
2240,tour_3725,switzerland,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,21,5,Cash,1,No comments,1989000.0,1,26
2241,tour_3728,netherlands,45-64,Spouse,1,1,Visiting Friends and Relatives,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,0,0,19,0,Cash,1, Wildlife,10939500.0,2,19
2242,tour_3729,united kingdom,45-64,Alone,1,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,21,0,Cash,1,Friendly People,142252.5,1,21
2243,tour_3730,united states of america,65+,Spouse,0,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,0,0,0,14,0,Cash,1, Wildlife,16939650.0,0,14
2244,tour_3731,united kingdom,25-44,Friends/Relatives,1,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",1,1,0,0,1,0,1,0,10,0,Cash,1,Friendly People,29780302.5,2,10
2245,tour_3733,south africa,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,1,7,4,Cash,1, Wildlife,24862500.0,2,11
2246,tour_3734,zimbabwe,25-44,Alone,0,1,Business,Wildlife tourism,"Newspaper, magazines,brochures",0,0,0,0,0,0,0,0,2,0,Cash,0,Friendly People,663000.0,1,2
2247,tour_3735,rwanda,25-44,Friends/Relatives,1,2,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,7,0,Cash,1,Friendly People,592000.0,3,7
2248,tour_3736,uganda,25-44,Alone,0,1,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,14,0,Cash,0,"Wonderful Country, Landscape, Nature",497250.0,1,14
2249,tour_3737,zambia,25-44,Alone,0,1,Other,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,3,0,Cash,0,Friendly People,365000.0,1,3
2250,tour_3738,south africa,25-44,Friends/Relatives,1,2,Leisure and Holidays,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,2,0,Credit Card,1,Friendly People,4972500.0,3,2
2251,tour_3740,denmark,25-44,Friends/Relatives,2,1,Volunteering,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,43,10,Cash,1,Friendly People,6464250.0,3,53
2252,tour_3741,france,25-44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,6,6,Cash,1, Wildlife,17901000.0,2,12
2253,tour_3743,zimbabwe,45-64,Alone,1,0,Business,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,3,0,Cash,0,Good service,497250.0,1,3
2254,tour_3744,united kingdom,45-64,Spouse and Children,2,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,1,0,0,0,0,5,Credit Card,1, Wildlife,34140600.0,3,5
2255,tour_3745,italy,25-44,Spouse and Children,3,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,1,0,1,0,4,10,Cash,1,No comments,34720749.0,4,14
2256,tour_3746,india,25-44,Alone,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,3,0,Cash,0, Wildlife,253597.5,1,3
2257,tour_3747,germany,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,1,0,1,1,3,2,Cash,0, Wildlife,9077320.0,2,5
2258,tour_3748,united kingdom,45-64,Spouse and Children,4,1,Leisure and Holidays,business,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,0,7,Credit Card,1,Good service,6630000.0,5,7
2259,tour_3749,uganda,25-44,Alone,1,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,4,0,Cash,0,No comments,100000.0,1,4
2261,tour_3752,malaysia,25-44,Alone,0,1,Leisure and Holidays,Conference tourism,"Friends, relatives",1,0,1,1,1,1,1,0,6,0,Cash,0,Good service,2900625.0,1,6
2262,tour_3753,united kingdom,1-24,Alone,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,13,3,Cash,1,Friendly People,11095695.0,1,16
2263,tour_3754,united kingdom,1-24,Alone,0,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,2,2,Cash,1,Friendly People,3968844.75,1,4
2264,tour_3755,united kingdom,1-24,Alone,0,1,Leisure and Holidays,Conference tourism,"Friends, relatives",1,1,1,1,1,1,1,0,12,4,Cash,1,Good service,5958712.5,1,16
2265,tour_3756,united kingdom,1-24,Alone,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,13,3,Cash,0,Good service,5662020.0,1,16
2266,tour_376,united kingdom,1-24,Alone,0,1,Scientific and Academic,Conference tourism,"Friends, relatives",0,0,0,0,0,0,0,0,7,0,Cash,1,Friendly People,1657500.0,1,7
2267,tour_3760,uganda,25-44,Alone,0,1,Business,Wildlife tourism,others,0,0,0,0,0,0,0,0,7,0,Cash,0,Friendly People,310000.0,1,7
2268,tour_3762,italy,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,0,1,1,1,0,7,0,Cash,1, Wildlife,828750.0,2,7
2269,tour_3763,united states of america,25-44,Friends/Relatives,0,2,Meetings and Conference,Mountain climbing,Trade fair,0,0,0,0,0,0,0,0,2,0,Cash,1,"Wonderful Country, Landscape, Nature",330000.0,2,2
2270,tour_3764,united kingdom,1-24,Alone,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,12,4,Cash,1,Good service,903200.0,1,16
2271,tour_3765,rwanda,25-44,Alone,1,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,2,0,Cash,0,Friendly People,77000.0,1,2
2272,tour_3766,zimbabwe,25-44,Alone,0,1,Business,Beach tourism,"Radio, TV, Web",0,0,0,0,0,0,0,0,2,0,Cash,0,Friendly People,331500.0,1,2
2273,tour_3767,italy,65+,Children,2,0,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,1,0,1,1,4,10,Cash,1,Excellent Experience,18835439.0,2,14
2274,tour_3769,italy,25-44,Alone,1,0,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,0,0,0,1,0,0,7,Cash,1,"Wonderful Country, Landscape, Nature",907732.0,1,7
2275,tour_377,belgium,45-64,Spouse,1,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,15,10,Cash,1,Friendly People,3315000.0,2,25
2276,tour_3770,united states of america,45-64,Friends/Relatives,0,2,Meetings and Conference,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,2,0,Cash,1,Friendly People,450000.0,2,2
2277,tour_3772,italy,25-44,Friends/Relatives,1,1,Leisure and Holidays,Beach tourism,"Friends, relatives",1,1,1,1,0,0,1,0,0,7,Cash,1,"Wonderful Country, Landscape, Nature",13661115.0,2,7
2278,tour_3775,italy,45-64,Children,2,0,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,0,0,0,0,0,14,Cash,1, Wildlife,15658377.0,2,14
2279,tour_3777,qatar,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,12,0,Cash,1,Friendly People,1657500.0,2,12
2280,tour_3778,slovakia,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",0,0,0,0,0,0,0,0,7,0,Cash,1, Wildlife,3315000.0,2,7
2281,tour_3780,united states of america,25-44,Alone,1,0,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,7,0,Cash,0,"Wonderful Country, Landscape, Nature",828750.0,1,7
2282,tour_3781,united kingdom,25-44,Friends/Relatives,2,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,9,0,Credit Card,1,Good service,331500.0,2,9
2283,tour_3782,china,45-64,Alone,1,0,Business,Wildlife tourism,"Newspaper, magazines,brochures",0,0,0,0,0,0,0,0,5,0,Credit Card,1,No comments,1906125.0,1,5
2284,tour_3783,spain,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,5,0,Cash,1,Friendly People,364650.0,1,5
2285,tour_3784,france,25-44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,12,0,Cash,1, Wildlife,104400.0,2,12
2286,tour_3785,netherlands,25-44,Alone,0,1,Business,Wildlife tourism,others,0,0,0,0,0,0,0,0,4,0,Credit Card,0,Friendly People,663000.0,1,4
2287,tour_3786,united kingdom,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,19,3,Cash,1, Wildlife,3563625.0,2,22
2288,tour_3788,france,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",1,1,1,1,1,0,0,1,0,14,Cash,1,Excellent Experience,12935181.0,2,14
2289,tour_3789,switzerland,25-44,Spouse and Children,2,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,7,7,Credit Card,1, Wildlife,17901000.0,3,14
2290,tour_3790,united kingdom,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,10,5,Cash,1, Wildlife,12099750.0,2,15
2291,tour_3791,united kingdom,25-44,Children,1,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,14,0,Credit Card,0,Good service,3315000.0,2,14
2292,tour_3792,france,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,5,0,Cash,1,Friendly People,596700.0,1,5
2293,tour_3793,sweden,25-44,Friends/Relatives,1,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,11,0,Cash,1,Friendly People,6878625.0,2,11
2294,tour_3794,united states of america,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",1,1,1,1,1,1,1,1,6,0,Cash,1,"Wonderful Country, Landscape, Nature",75084750.0,2,6
2295,tour_3797,sweden,45-64,Friends/Relatives,1,1,Meetings and Conference,Mountain climbing,"Friends, relatives",0,0,0,0,0,0,0,0,3,0,Credit Card,0, Wildlife,580125.0,2,3
2296,tour_3799,australia,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,5,0,Cash,1, Wildlife,3729375.0,1,5
2297,tour_38,uae,45-64,Alone,1,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,20,0,Cash,0,"Wonderful Country, Landscape, Nature",3315000.0,1,20
2298,tour_380,france,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,1,0,1,0,3,5,Cash,1,No comments,5801250.0,2,8
2299,tour_3800,germany,1-24,Alone,1,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,7,0,Cash,1,"Wonderful Country, Landscape, Nature",3362900.0,1,7
2300,tour_3801,austria,25-44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,0,0,7,0,Cash,1, Wildlife,5088525.0,1,7
2301,tour_3803,united states of america,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",1,1,1,1,1,1,0,0,6,4,Cash,1,Friendly People,2652000.0,2,10
2302,tour_3804,united states of america,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,10,4,Cash,1, Wildlife,24862500.0,2,14
2303,tour_3805,united kingdom,45-64,Spouse and Children,1,2,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",1,1,1,1,1,1,0,0,7,5,Cash,1,Friendly People,13483762.5,3,12
2304,tour_3806,poland,1-24,Spouse,1,1,Leisure and Holidays,Beach tourism,"Radio, TV, Web",0,0,0,0,0,0,0,0,3,6,Cash,1, Wildlife,2539290.0,2,9
2305,tour_3807,germany,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,5,0,Cash,1, Wildlife,17105400.0,2,5
2306,tour_3808,germany,45-64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,5,9,Cash,1, Wildlife,9116250.0,1,14
2307,tour_3809,zambia,25-44,Alone,0,1,Business,Diving and Sport Fishing,Trade fair,0,0,0,0,0,0,0,0,3,0,Cash,0,Friendly People,600000.0,1,3
2308,tour_381,south africa,25-44,Alone,0,1,Business,Wildlife tourism,Trade fair,0,0,0,0,0,0,0,0,1,0,Credit Card,0,Friendly People,414375.0,1,1
2309,tour_3810,zimbabwe,25-44,Alone,0,1,Business,Beach tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,5,0,Cash,0,No comments,165750.0,1,5
2310,tour_3811,united kingdom,45-64,Alone,0,1,Leisure and Holidays,Wildlife tourism,others,0,0,0,0,0,0,0,0,7,0,Cash,0,Friendly People,2257515.0,1,7
2311,tour_3812,italy,25-44,Spouse,1,1,Leisure and Holidays,Cultural tourism,"Travel, agent, tour operator",1,1,1,1,1,0,0,1,0,7,Cash,0,Friendly People,13389047.0,2,7
2312,tour_3813,australia,45-64,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,7,3,Cash,1, Wildlife,12129733.0,1,10
2313,tour_3814,zambia,1-24,Alone,1,0,Business,Mountain climbing,"Friends, relatives",0,0,0,0,0,0,0,0,2,0,Cash,0,Excellent Experience,3315000.0,1,2
2314,tour_3815,united kingdom,25-44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",1,0,1,1,1,0,0,0,10,3,Cash,0, Wildlife,2983500.0,1,13
2315,tour_3816,australia,45-64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,0,1,1,1,0,7,3,Cash,1, Wildlife,11027030.0,1,10
2316,tour_3817,italy,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,0,1,0,0,0,0,7,Cash,1,Friendly People,6807990.0,2,7
2317,tour_3818,france,45-64,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,14,0,Cash,1, Wildlife,4433812.5,1,14
2318,tour_3819,netherlands,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,14,0,Cash,1,Friendly People,512000.0,2,14
2319,tour_382,germany,25-44,Friends/Relatives,1,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,20,10,Cash,1,"Wonderful Country, Landscape, Nature",6132750.0,2,30
2320,tour_3820,united states of america,65+,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,4,0,Cash,1, Wildlife,7773675.0,1,4
2321,tour_3821,france,45-64,Spouse and Children,2,2,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,0,0,0,1,0,7,Cash,1,Satisfies and Hope Come Back,907732.0,4,7
2322,tour_3822,france,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Radio, TV, Web",0,0,0,0,0,0,0,0,0,10,Cash,0, Wildlife,6807990.0,2,10
2323,tour_3823,zimbabwe,25-44,Alone,0,1,Business,Wildlife tourism,Trade fair,0,0,0,0,0,0,0,0,1,0,Cash,1,Friendly People,1044225.0,1,1
2324,tour_3824,korea,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",0,0,0,0,0,0,0,0,3,0,Cash,1,Friendly People,2877420.0,1,3
2325,tour_3825,zambia,25-44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,6,0,Cash,1,Friendly People,1323900.0,1,6
2326,tour_3826,oman,45-64,Spouse,1,1,Leisure and Holidays,Cultural tourism,"Friends, relatives",0,0,0,0,0,0,0,0,0,13,Cash,0,Friendly People,5801250.0,2,13
2327,tour_3829,netherlands,45-64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,19,0,Cash,1, Wildlife,5469750.0,1,19
2328,tour_383,france,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,0,1,1,10,5,Cash,1,No comments,9077320.0,2,15
2329,tour_3831,united states of america,25-44,Spouse and Children,3,2,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,30,0,Credit Card,0,Friendly People,28450500.0,5,30
2330,tour_3835,united kingdom,45-64,Alone,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,9,2,Cash,1,Friendly People,1138020.0,1,11
2331,tour_3836,united states of america,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,4,0,Cash,1,Friendly People,2734875.0,2,4
2332,tour_3837,australia,45-64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,6,0,Credit Card,1, Wildlife,20718750.0,1,6
2333,tour_3838,united kingdom,1-24,Alone,1,0,Leisure and Holidays,Conference tourism,Tanzania Mission Abroad,0,0,0,0,0,0,0,0,9,0,Cash,0,Friendly People,2693437.5,1,9
2334,tour_3839,canada,45-64,Spouse and Children,2,0,Meetings and Conference,Mountain climbing,"Friends, relatives",0,0,0,0,0,0,0,0,21,0,Cash,1,No comments,348075.0,2,21
2335,tour_3840,spain,25-44,Alone,0,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,0,1,0,4,0,Cash,1,"Wonderful Country, Landscape, Nature",447525.0,0,4
2336,tour_3842,zimbabwe,25-44,Friends/Relatives,0,2,Business,Beach tourism,"Radio, TV, Web",0,0,0,0,0,0,0,0,2,0,Cash,0, Wildlife,3315000.0,2,2
2337,tour_3843,burundi,45-64,Alone,0,1,Leisure and Holidays,Cultural tourism,"Friends, relatives",0,0,0,0,0,0,0,0,1,0,Cash,1,Friendly People,140000.0,1,1
2338,tour_3844,zimbabwe,25-44,Friends/Relatives,2,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,1,0,Cash,0,Good service,913500.0,2,1
