,ID,country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,payment_mode,first_trip_tz,most_impressing,group_size,night_total
743,tour_3654,JAPAN,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,3,0,Cash,1, Wildlife,2,3
744,tour_3657,ZAMBIA,45-64,Alone,0,1,Visiting Friends and Relatives,Mountain climbing,others,0,0,0,0,0,0,0,0,3,0,Cash,0,No comments,1,3
745,tour_3659,UGANDA,25-44,Alone,0,1,Business,Wildlife tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,2,0,Cash,0,Friendly People,1,2
746,tour_3662,UGANDA,25-44,Alone,1,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,13,0,Cash,1,Friendly People,1,13
747,tour_3665,ZIMBABWE,25-44,Friends/Relatives,0,2,Business,Beach tourism,"Newspaper, magazines,brochures",0,0,0,0,0,0,0,0,2,0,Cash,1, Wildlife,2,2
748,tour_3668,UGANDA,25-44,Alone,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,2,0,Cash,1,Good service,1,2
749,tour_367,NORWAY,45-64,Spouse,1,1,Leisure and Holidays,Cultural tourism,"Friends, relatives",0,0,0,0,0,0,0,0,10,5,Cash,1,"Wonderful Country, Landscape, Nature",2,15
750,tour_3674,CANADA,25-44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,2,5,Cash,1,Excellent Experience,1,7
751,tour_3679,UNITED STATES OF AMERICA,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",1,0,1,1,1,1,1,0,13,0,Cash,1, Wildlife,2,13
752,tour_3680,FRANCE,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,10,5,Cash,1,"Wonderful Country, Landscape, Nature",2,15
753,tour_3684,SPAIN,25-44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,3,0,Cash,1, Wildlife,1,3
754,tour_3690,UNITED STATES OF AMERICA,25-44,Spouse and Children,2,2,Leisure and Holidays,Wildlife tourism,"Friends, relatives",1,0,1,0,1,1,1,0,10,0,Cash,1,"Wonderful Country, Landscape, Nature",4,10
755,tour_3691,HAITI,24-Jan,Alone,0,1,Volunteering,Wildlife tourism,others,0,0,0,0,0,0,0,0,664,174,Cash,1,Friendly People,1,838
756,tour_3692,BELGIUM,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",1,1,1,1,1,1,1,1,6,6,Cash,1, Wildlife,2,12
757,tour_3693,SPAIN,25-44,Friends/Relatives,0,2,Leisure and Holidays,Cultural tourism,others,0,0,0,0,0,0,0,0,15,4,Cash,1,Friendly People,2,19
758,tour_3704,SPAIN,25-44,Alone,0,1,Meetings and Conference,Mountain climbing,"Friends, relatives",0,0,0,0,0,0,0,0,14,0,Cash,0,Friendly People,1,14
759,tour_3709,AUSTRALIA,45-64,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",0,0,0,0,0,0,0,0,7,0,Credit Card,1, Wildlife,1,7
760,tour_3711,ITALY,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",1,0,1,1,0,1,1,0,15,0,Cash,1,"Wonderful Country, Landscape, Nature",2,15
761,tour_3715,SWAZILAND,24-Jan,Spouse,1,1,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",0,0,0,0,0,0,0,0,1,3,Cash,1, Wildlife,2,4
762,tour_3716,ITALY,25-44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,6,5,Cash,1,Friendly People,2,11
763,tour_3722,BOTSWANA,25-44,Alone,0,1,Meetings and Conference,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,4,0,Cash,1,Friendly People,1,4
764,tour_3723,AUSTRALIA,25-44,Alone,0,1,Leisure and Holidays,Cultural tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,2,0,Cash,1,Friendly People,1,2
765,tour_3726,DENMARK,45-64,Friends/Relatives,0,2,Other,Wildlife tourism,"Newspaper, magazines,brochures",1,1,1,1,1,1,0,0,14,0,Other,0,Friendly People,2,14
766,tour_3727,NETHERLANDS,25-44,Alone,0,1,Business,Wildlife tourism,others,0,0,0,0,0,0,0,0,4,0,Credit Card,0,Friendly People,1,4
767,tour_373,UNITED KINGDOM,24-Jan,Alone,0,1,Leisure and Holidays,Cultural tourism,"Friends, relatives",0,0,0,0,0,0,0,0,2,0,Cash,1,"Wonderful Country, Landscape, Nature",1,2
768,tour_3732,UNITED STATES OF AMERICA,25-44,Alone,0,1,Leisure and Holidays,Mountain climbing,"Friends, relatives",0,0,0,0,0,0,0,0,7,0,Credit Card,1, Wildlife,1,7
769,tour_3739,RUSSIA,45-64,Friends/Relatives,0,4,Meetings and Conference,Mountain climbing,others,1,1,1,1,1,1,1,1,0,5,Cash,1,Friendly People,4,5
770,tour_374,UNITED STATES OF AMERICA,25-44,Alone,0,1,Leisure and Holidays,Beach tourism,others,0,0,0,0,0,0,0,0,4,3,Cash,1,No comments,1,7
771,tour_3742,ITALY,45-64,Friends/Relatives,2,0,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,3,11,Cash,1,Friendly People,2,14
772,tour_3750,ITALY,25-44,Spouse,1,1,Leisure and Holidays,Cultural tourism,inflight magazines,1,1,1,1,0,1,1,1,0,4,Cash,0,No comments,2,4
773,tour_3751,ITALY,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,0,0,0,1,0,7,Cash,1, Wildlife,2,7
774,tour_3758,CHINA,25-44,Alone,0,1,Business,Mountain climbing,"Friends, relatives",0,0,0,0,0,0,0,0,14,0,Cash,0, Wildlife,1,14
775,tour_3759,ISRAEL,24-Jan,Friends/Relatives,1,0,Leisure and Holidays,Wildlife tourism,inflight magazines,0,0,0,0,0,0,0,0,19,0,Cash,1,No comments,1,19
776,tour_3761,UNITED KINGDOM,45-64,Spouse and Children,1,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,1,10,0,Cash,1, Wildlife,3,10
777,tour_3768,UGANDA,24-Jan,Alone,1,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,2,0,Cash,1,Friendly People,1,2
778,tour_3771,ZIMBABWE,25-44,Alone,0,1,Business,Beach tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,2,0,Cash,0, Wildlife,1,2
779,tour_3773,UGANDA,25-44,Friends/Relatives,0,2,Business,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,5,0,Cash,0,Friendly People,2,5
780,tour_3774,UGANDA,45-64,Alone,0,1,Other,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,3,0,Cash,0,No comments,1,3
781,tour_3776,KENYA,25-44,Alone,1,0,Leisure and Holidays,Conference tourism,"Friends, relatives",0,0,0,0,0,0,0,0,7,0,Credit Card,0,Friendly People,1,7
782,tour_3779,UNITED KINGDOM,25-44,Spouse and Children,2,2,Visiting Friends and Relatives,Beach tourism,others,0,0,0,0,0,0,0,0,14,0,Cash,0, Wildlife,4,14
783,tour_378,KENYA,25-44,Friends/Relatives,2,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,5,0,Credit Card,0, Wildlife,2,5
784,tour_3787,CHINA,25-44,Spouse and Children,1,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,6,0,Cash,1,Excellent Experience,3,6
785,tour_379,UNITED STATES OF AMERICA,25-44,Friends/Relatives,1,1,Leisure and Holidays,Cultural tourism,"Friends, relatives",0,0,0,0,0,0,0,0,16,5,Cash,1, Wildlife,2,21
786,tour_3795,VIETNAM,25-44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,7,0,Cash,1,"Wonderful Country, Landscape, Nature",1,7
787,tour_3798,UNITED STATES OF AMERICA,65+,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,12,0,Cash,1, Wildlife,1,12
788,tour_3802,KENYA,45-64,Alone,0,1,Scientific and Academic,Hunting tourism,others,1,0,1,1,0,0,1,0,3,0,Cash,1,No comments,1,3
789,tour_3827,UNITED STATES OF AMERICA,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,11,0,Cash,1, Wildlife,2,11
790,tour_3828,UNITED STATES OF AMERICA,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,9,0,Cash,1,No comments,2,9
791,tour_3830,UNITED STATES OF AMERICA,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,6,0,Cash,1,"Wonderful Country, Landscape, Nature",2,6
792,tour_3832,UNITED STATES OF AMERICA,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,7,0,Credit Card,1,"Wonderful Country, Landscape, Nature",2,7
793,tour_3833,UNITED STATES OF AMERICA,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,1,4,0,Credit Card,1, Wildlife,2,4
794,tour_3834,NETHERLANDS,24-Jan,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,0,0,0,6,0,Cash,1, Wildlife,2,6
795,tour_384,UNITED KINGDOM,45-64,Alone,1,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,25,4,Cash,1,Friendly People,1,29
796,tour_3841,ZAMBIA,25-44,Spouse,1,1,Business,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,4,2,Cash,0,Friendly People,2,6
797,tour_3845,UGANDA,25-44,Alone,0,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,7,0,Cash,0,Good service,1,7
798,tour_385,ITALY,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,0,0,1,11,0,Cash,1,Satisfies and Hope Come Back,2,11
799,tour_3855,UNITED KINGDOM,24-Jan,Alone,0,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,12,4,Cash,1,Good service,1,16
800,tour_3856,ZIMBABWE,25-44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,2,0,Cash,0,Good service,1,2
801,tour_3857,UGANDA,25-44,Alone,0,1,Other,Hunting tourism,others,0,0,0,0,0,0,0,0,3,0,Cash,0,No comments,1,3
802,tour_386,UNITED KINGDOM,24-Jan,Friends/Relatives,0,2,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,6,0,Cash,1,Satisfies and Hope Come Back,2,6
803,tour_3864,UGANDA,25-44,Alone,0,1,Other,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,3,0,Cash,0,"Wonderful Country, Landscape, Nature",1,3
804,tour_3866,UGANDA,25-44,Friends/Relatives,0,0,Meetings and Conference,Mountain climbing,"Friends, relatives",0,0,0,0,0,0,0,0,0,3,Cash,0,Friendly People,0,3
805,tour_3869,SPAIN,25-44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",1,0,1,1,1,0,0,0,4,0,Cash,1,Friendly People,1,4
806,tour_387,UNITED KINGDOM,25-44,Alone,1,0,Business,Wildlife tourism,inflight magazines,0,0,0,0,0,0,0,0,15,0,Cash,0,Friendly People,1,15
807,tour_3870,UNITED KINGDOM,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",1,1,1,1,1,1,1,0,0,7,Credit Card,1,Friendly People,2,7
808,tour_3872,ZIMBABWE,25-44,Alone,1,0,Business,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,3,0,Cash,0,No comments,1,3
809,tour_3873,ITALY,45-64,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,1,0,0,0,0,7,Credit Card,1,No comments,2,7
810,tour_3877,PORTUGAL,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,others,0,0,0,0,0,0,0,0,14,3,Cash,1,Friendly People,2,17
811,tour_3879,UNITED STATES OF AMERICA,24-Jan,Alone,0,1,Meetings and Conference,Mountain climbing,"Friends, relatives",0,0,0,0,0,0,0,0,3,0,Cash,1,"Wonderful Country, Landscape, Nature",1,3
812,tour_389,PAKISTAN,25-44,Alone,0,1,Leisure and Holidays,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,70,0,Cash,1,No comments,1,70
813,tour_3896,SERBIA,25-44,Alone,0,1,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",0,0,0,0,0,0,0,0,2,6,Cash,1, Wildlife,1,8
814,tour_390,UNITED KINGDOM,24-Jan,Spouse,1,1,Business,Bird watching,Tanzania Mission Abroad,1,1,1,1,0,0,0,0,5,1,Cash,1,No comments,2,6
815,tour_3902,UNITED STATES OF AMERICA,25-44,Alone,1,0,Leisure and Holidays,Conference tourism,"Friends, relatives",1,0,0,0,0,1,1,0,9,0,Cash,1,No comments,1,9
816,tour_3908,GERMANY,45-64,Spouse and Children,2,2,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,1,0,0,1,0,14,Cash,1,Friendly People,4,14
817,tour_3912,ITALY,45-64,Spouse and Children,2,1,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",1,1,1,1,1,0,0,1,0,9,Cash,1,No comments,3,9
818,tour_3915,CANADA,25-44,Alone,1,0,Meetings and Conference,Mountain climbing,"Friends, relatives",0,0,0,0,0,0,0,0,20,0,Cash,0,Friendly People,1,20
819,tour_3916,UNITED STATES OF AMERICA,45-64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,0,0,9,0,Cash,1,Friendly People,1,9
820,tour_3917,KENYA,25-44,Spouse and Children,2,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,7,0,Cash,1,Friendly People,3,7
821,tour_3928,SOUTH AFRICA,25-44,Friends/Relatives,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,0,0,0,0,1,5,Credit Card,1,"Wonderful Country, Landscape, Nature",2,6
822,tour_3930,UNITED STATES OF AMERICA,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,6,0,Cash,1,"Wonderful Country, Landscape, Nature",2,6
823,tour_3934,ITALY,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",0,0,0,0,0,0,0,0,6,0,Cash,0,Friendly People,1,6
824,tour_3935,SPAIN,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,1,4,0,Cash,1,Friendly People,2,4
825,tour_3936,UNITED KINGDOM,25-44,Alone,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",1,1,1,1,1,1,0,0,7,0,Cash,1,Friendly People,1,7
826,tour_3938,ITALY,24-Jan,Friends/Relatives,2,3,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,1,0,0,1,0,7,Cash,1,"Wonderful Country, Landscape, Nature",5,7
827,tour_3939,BURUNDI,24-Jan,Alone,0,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",0,0,0,0,0,0,0,0,2,0,Cash,0,Excellent Experience,1,2
828,tour_3940,UNITED STATES OF AMERICA,65+,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,4,0,Credit Card,1, Wildlife,1,4
829,tour_3942,KENYA,25-44,Alone,0,1,Meetings and Conference,Conference tourism,"Friends, relatives",1,0,1,1,0,0,0,0,5,0,Credit Card,0,Good service,1,5
830,tour_3945,CZECH REPUBLIC,25-44,Alone,0,1,Leisure and Holidays,Conference tourism,"Friends, relatives",0,0,0,0,0,0,0,0,7,0,Cash,1,Good service,1,7
831,tour_3954,UGANDA,25-44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,10,0,Cash,0,No comments,1,10
832,tour_3966,KENYA,25-44,Children,2,0,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",0,0,0,0,0,0,0,0,6,0,Cash,0,Excellent Experience,2,6
833,tour_3970,SOUTH AFRICA,25-44,Spouse and Children,2,2,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,1,0,0,1,7,0,Credit Card,0, Wildlife,4,7
834,tour_3989,GERMANY,45-64,Friends/Relatives,2,2,Leisure and Holidays,Wildlife tourism,"Friends, relatives",1,0,1,1,1,1,1,0,7,7,Cash,1,"Wonderful Country, Landscape, Nature",4,14
835,tour_3990,RUSSIA,25-44,Alone,0,1,Leisure and Holidays,Conference tourism,"Radio, TV, Web",1,1,1,1,1,0,1,1,9,6,Cash,1,Good service,1,15
836,tour_3993,SOUTH AFRICA,45-64,Children,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,1,1,0,1,0,11,Credit Card,1,Good service,2,11
837,tour_3995,CHINA,25-44,Spouse,1,1,Leisure and Holidays,Cultural tourism,"Newspaper, magazines,brochures",1,1,1,1,1,0,1,1,0,6,Cash,1,Friendly People,2,6
838,tour_3996,ITALY,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Friends, relatives",1,1,1,0,1,0,0,1,0,4,Cash,1,"Wonderful Country, Landscape, Nature",2,4
839,tour_3999,ITALY,25-44,Children,2,5,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,0,7,Cash,1,"Wonderful Country, Landscape, Nature",7,7
840,tour_4000,ZAMBIA,25-44,Alone,0,1,Other,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,2,0,Cash,0,Friendly People,1,2
841,tour_4010,FRANCE,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,others,1,1,1,1,1,0,1,0,6,3,Cash,0,Friendly People,2,9
842,tour_4015,AUSTRALIA,45-64,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,5,0,Cash,1, Wildlife,1,5
843,tour_4016,COSTA RICA,45-64,Friends/Relatives,3,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,7,0,Cash,0, Wildlife,5,7
844,tour_4019,POLAND,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,0,1,1,0,3,11,Cash,1, Wildlife,2,14
845,tour_402,UNITED KINGDOM,24-Jan,Alone,1,0,Visiting Friends and Relatives,Cultural tourism,Tanzania Mission Abroad,0,0,0,0,0,0,0,0,24,4,Cash,1, Wildlife,1,28
846,tour_4020,ZIMBABWE,25-44,Friends/Relatives,0,2,Business,Beach tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,4,0,Cash,1,Friendly People,2,4
847,tour_4032,SWITZERLAND,65+,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,5,0,Cash,1,Satisfies and Hope Come Back,1,5
848,tour_4033,ITALY,65+,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",1,1,1,1,0,1,0,1,6,0,Cash,1,"Wonderful Country, Landscape, Nature",1,6
849,tour_4034,FRANCE,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,4,4,Cash,1, Wildlife,1,8
850,tour_4035,SWITZERLAND,65+,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,5,0,Cash,1,Satisfies and Hope Come Back,1,5
851,tour_4037,SWITZERLAND,65+,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,5,0,Cash,1,Satisfies and Hope Come Back,1,5
852,tour_404,UNITED KINGDOM,25-44,Alone,0,1,Meetings and Conference,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,1,0,Cash,1,Friendly People,1,1
853,tour_4042,UNITED KINGDOM,24-Jan,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,10,0,Cash,0,Friendly People,1,10
854,tour_4048,UAE,25-44,Spouse,1,1,Leisure and Holidays,Hunting tourism,"Friends, relatives",1,1,1,1,0,1,1,1,0,12,Cash,1,Friendly People,2,12
855,tour_405,AUSTRALIA,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,0,0,0,5,4,Cash,1,Friendly People,2,9
856,tour_4050,NORWAY,45-64,Children,0,2,Leisure and Holidays,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,24,0,Credit Card,0,Good service,2,24
857,tour_4051,UNITED STATES OF AMERICA,45-64,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,2,0,Cash,0,"Wonderful Country, Landscape, Nature",1,2
858,tour_406,UNITED STATES OF AMERICA,25-44,Alone,0,1,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,20,0,Cash,1,No comments,1,20
859,tour_4061,ZIMBABWE,25-44,Alone,0,1,Business,Mountain climbing,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,2,0,Cash,1,No comments,1,2
860,tour_4069,AUSTRALIA,45-64,Spouse,1,1,Leisure and Holidays,Beach tourism,others,1,1,1,1,1,1,1,0,0,3,Cash,1,Excellent Experience,2,3
861,tour_4070,UGANDA,65+,Alone,1,0,Meetings and Conference,Mountain climbing,"Friends, relatives",0,0,0,0,0,0,0,0,90,0,Cash,0,Friendly People,1,90
862,tour_4073,NETHERLANDS,24-Jan,Friends/Relatives,1,1,Volunteering,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,90,5,Cash,0,Good service,2,95
863,tour_4081,UNITED STATES OF AMERICA,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,0,1,1,0,10,0,Cash,0,Friendly People,2,10
864,tour_4082,GERMANY,24-Jan,Alone,1,0,Visiting Friends and Relatives,Conference tourism,"Friends, relatives",0,0,0,0,0,0,0,0,30,0,Cash,1,"Wonderful Country, Landscape, Nature",1,30
865,tour_4088,UGANDA,45-64,Alone,0,1,Leisure and Holidays,Wildlife tourism,Tanzania Mission Abroad,1,1,1,1,0,0,0,0,5,0,Cash,0,Friendly People,1,5
866,tour_4089,SPAIN,25-44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,9,3,Cash,1,"Wonderful Country, Landscape, Nature",1,12
867,tour_41,SOUTH AFRICA,25-44,Alone,0,1,Business,Wildlife tourism,"Newspaper, magazines,brochures",0,0,0,0,0,0,0,0,1,0,Cash,0,Friendly People,1,1
868,tour_4102,UNITED STATES OF AMERICA,45-64,Alone,1,0,Leisure and Holidays,Wildlife tourism,others,1,0,1,1,1,1,1,0,5,0,Cash,0, Wildlife,1,5
869,tour_4103,SOUTH AFRICA,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",1,1,1,1,1,0,0,0,0,7,Cash,1,Friendly People,2,7
870,tour_4104,SOUTH AFRICA,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,0,0,1,0,0,4,Cash,1,Friendly People,2,4
871,tour_4109,ITALY,45-64,Spouse and Children,1,2,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,0,0,0,0,0,14,Cash,1,Good service,3,14
872,tour_411,AUSTRALIA,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",0,0,0,0,0,0,0,0,7,3,Credit Card,0,Friendly People,2,10
873,tour_4111,ITALY,45-64,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,1,0,0,0,0,21,Cash,1,"Wonderful Country, Landscape, Nature",2,21
874,tour_4116,ZAMBIA,25-44,Alone,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,11,0,Cash,0,No comments,1,11
875,tour_4126,ITALY,25-44,Spouse and Children,2,1,Leisure and Holidays,Cultural tourism,"Friends, relatives",1,1,1,1,1,0,0,0,0,14,Cash,0,"Wonderful Country, Landscape, Nature",3,14
876,tour_4132,ITALY,25-44,Friends/Relatives,1,1,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",0,0,0,0,0,0,0,0,5,5,Credit Card,1,"Wonderful Country, Landscape, Nature",2,10
877,tour_4136,FRANCE,25-44,Friends/Relatives,0,2,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,1,0,1,0,4,5,Cash,1,"Wonderful Country, Landscape, Nature",2,9
878,tour_4138,ITALY,45-64,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,1,0,0,1,0,7,Cash,1, Wildlife,2,7
879,tour_4139,ZIMBABWE,45-64,Alone,0,1,Leisure and Holidays,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,2,0,Cash,1,No comments,1,2
880,tour_414,KENYA,24-Jan,Alone,0,1,Leisure and Holidays,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,3,0,Cash,1,"Wonderful Country, Landscape, Nature",1,3
881,tour_4141,UNITED KINGDOM,25-44,Spouse,1,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,11,4,Cash,1,Good service,2,15
882,tour_4143,GHANA,25-44,Alone,1,0,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",1,1,1,1,0,1,1,0,0,2,Cash,0,Friendly People,1,2
883,tour_4144,SWEDEN,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",1,1,1,0,1,1,1,1,5,6,Credit Card,1, Wildlife,2,11
884,tour_4145,SPAIN,24-Jan,Alone,0,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,0,1,0,0,0,4,3,Cash,1, Wildlife,1,7
885,tour_4146,ZIMBABWE,25-44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,1,0,Cash,1,Friendly People,1,1
886,tour_4151,ZAMBIA,45-64,Friends/Relatives,1,1,Business,Hunting tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,7,0,Cash,0,Friendly People,2,7
887,tour_4152,ZIMBABWE,25-44,Friends/Relatives,0,2,Business,Mountain climbing,"Newspaper, magazines,brochures",0,0,0,0,0,0,0,0,1,0,Cash,1, Wildlife,2,1
